GEOID,median_income,avg_income,pct_bachelors
010150012013,39271,47613.04347826087,0.11764705882352941
010150012021,70603,75377.82101167315,0.26021934197407776
010150012022,66397,67150.9977827051,0.0691609977324263
010150012023,59861,54811.248454882574,0.07326283987915408
010150013001,36071,51560.51401869159,0.03732503888024884
010150013002,36136,58149.61538461538,0.10873440285204991
010150014001,53611,57665.32258064516,0.010460251046025104
010150014002,60417,56608.717948717946,0.14864864864864866
010150014003,43656,64865.408805031446,0.065625
010150014004,-666666666,43859.663865546216,0.04510108864696734
010150015011,56627,71563.70370370371,0.02336448598130841
010150015012,46618,57703.968253968254,0.25625
010150015013,92517,81735.40983606558,0.05380333951762523
010150015021,-666666666,72619.67213114754,0.09881422924901186
010150015022,47596,64862.2009569378,0.0
010150016001,39087,48659.03614457831,0.15577889447236182
010150016002,39827,57606.45161290323,0.12385919165580182
010150016003,45536,68287.83783783784,0.049479166666666664
010150016004,24880,45113.455657492355,0.11041009463722397
010150017001,56923,81672.74052478134,0.09366130558183539
010150017002,95250,92916.78535096643,0.254572417202175
010150017003,-666666666,30227.464788732395,0.05397727272727273
010150017004,-666666666,62394.8717948718,0.10583941605839416
010150018011,53083,89087.92079207921,0.2722722722722723
010150018012,60230,62886.217008797656,0.1746641074856046
010150018021,59473,68361.31805157593,0.18733509234828497
010150018022,96085,90915.71125265393,0.2518918918918919
010150018023,68407,67966.25441696114,0.4027630180658874
010150018024,53565,57866.56346749226,0.12789115646258503
010150020011,97143,87254.37788018433,0.21775147928994082
010150020012,73674,78226.37075718015,0.27335640138408307
010150020021,85852,87089.50863213811,0.36990595611285265
010150020022,58583,64398.19277108434,0.12651162790697673
010150020023,50970,77022.86282306163,0.20140515222482436
010150021011,-666666666,19458.24175824176,0.1875
010150021012,-666666666,22257.67195767196,0.05370843989769821
010150021013,-666666666,29517.233009708736,0.2648809523809524
010150021014,41607,47398.37837837838,0.1417004048582996
010150021021,59364,86834.65909090909,0.28737113402061853
010150021022,46958,67046.1716937355,0.4193011647254576
010150021023,72969,94462.90322580645,0.4861717612809316
010150021041,86250,79201.1013215859,0.2805662805662806
010150021042,29773,35913.59447004608,0.04538341158059468
010150021043,53643,70523.69186046511,0.3526615969581749
010150021051,53583,62383.984375,0.42818181818181816
010150021052,33243,45474.67248908297,0.06700507614213198
010150022001,67606,69699.80392156863,0.12931034482758622
010150022002,69063,83622.22222222222,0.12761020881670534
010150022003,57500,63804.48717948718,0.21052631578947367
010150022004,33072,35371.58671586716,0.07611548556430446
010150023001,56250,59078.00751879699,0.04396632366697849
010150023002,72000,74461.30136986301,0.25996533795493937
010150023003,47857,64250.0,0.15578947368421053
010150023004,43841,44663.25581395349,0.029900332225913623
010150024001,59327,60294.36325678497,0.1393596986817326
010150024002,60066,70461.29943502825,0.2584640792733278
010150024003,-666666666,65484.81012658228,0.1672473867595819
010150025021,67031,67763.20474777448,0.1431064572425829
010150025022,81250,107369.578313253,0.2143906020558003
010150025023,63031,67777.80548628428,0.2525399129172714
010150025024,51067,58634.19913419913,0.02877697841726619
010150025025,69000,75687.09677419355,0.1536144578313253
010150025031,98519,89055.67451820128,0.18655967903711135
010150025032,75568,80641.94260485651,0.10470701248799232
010150025033,91987,83140.36144578313,0.1875
010150025041,-666666666,60051.811594202896,0.23818897637795275
010150025042,59286,69011.07382550335,0.16865671641791044
010150025043,83796,92254.9822064057,0.18565022421524663
010150026001,80205,81693.93203883494,0.16778523489932887
010150026002,74632,85645.95041322314,0.20439963336388633
010150026003,53750,74013.50482315113,0.09028960817717206
010150026004,-666666666,67663.31521739131,0.16526610644257703
010159819011,-666666666,-inf,
010159819021,-666666666,-inf,
010159819031,-666666666,-inf,
010179538001,55407,57597.45127436282,0.0374331550802139
010179538002,36979,49542.41935483871,0.13114754098360656
010179538003,45469,62618.55670103093,0.09969788519637462
010179539001,70435,76896.64429530202,0.10124333925399645
010179539002,43243,55061.07142857143,0.1048780487804878
010179539003,47875,58611.03565365025,0.13518197573656845
010179540011,56310,64494.32624113475,0.31868131868131866
010179540012,57152,84525.78268876612,0.25843780135004824
010179540021,47050,59662.44019138756,0.11137162954279015
010179540022,39250,69129.86301369863,0.014265335235378032
010179540023,31939,47318.12865497076,0.13725490196078433
010179540024,32044,51447.357293868925,0.11442193087008343
010179542001,36723,48452.17391304348,0.12806539509536785
010179542002,71250,88695.73333333334,0.08718980549966465
010179543001,72610,67279.86577181208,0.268630849220104
010179543002,84646,99503.94477317554,0.20534861509073543
010179543003,68654,55363.88888888889,0.0720164609053498
010179543004,47742,58801.21951219512,0.13470471134704712
010179546001,31292,41953.94736842105,0.11265164644714037
010179546002,57917,76311.19133574008,0.09808102345415778
010179546003,37212,83697.10144927536,0.05889145496535797
010179547001,67681,66748.45995893223,0.14012738853503184
010179547002,58015,61176.74418604651,0.21830209481808158
010179547003,42875,68705.73476702509,0.06748466257668712
010179547004,-666666666,70149.15662650602,0.15571776155717762
010179548001,70545,59205.38116591928,0.08961593172119488
010179548002,80230,74563.06954436451,0.14524207011686144
010179548003,21198,24847.252747252747,0.044
010179548004,48724,69641.48936170213,0.08139534883720931
010179548005,17813,31661.12412177986,0.05736434108527132
010199557011,23611,45985.561497326205,0.21256038647342995
010199557012,57083,62589.296187683285,0.08623417721518987
010199557013,39722,67064.01869158879,0.08980582524271845
010199557021,40707,59452.67080745342,0.11694809255784866
010199557022,69673,98676.94704049845,0.1936813186813187
010199557023,47008,56293.457943925234,0.17005545286506468
010199558011,58614,67636.2683438155,0.07992202729044834
010199558012,57941,62243.706293706295,0.18864774624373956
010199558021,54677,59442.16027874564,0.11168032786885246
010199558022,63259,77304.04040404041,0.2437137330754352
010199558023,37577,60876.619718309856,0.2243150684931507
010199559001,-666666666,60134.13173652695,0.2253968253968254
010199559002,57670,95944.19817470665,0.1234240212342402
010199559003,94615,91583.61581920904,0.2839224629418472
010199559004,57426,68695.15418502202,0.2694063926940639
010199560001,33438,51304.562737642584,0.24708171206225682
010199560002,39929,55456.53846153846,0.14232209737827714
010199560003,40802,64365.65096952909,0.18157543391188252
010199560004,48098,63448.78787878788,0.16006600660066006
010199560005,49808,73334.74576271187,0.15973377703826955
010199561011,34470,55624.75247524752,0.06510416666666667
010199561012,43017,43026.35135135135,0.08221225710014948
010199561021,-666666666,34682.0,0.08695652173913043
010199561022,45846,55462.04081632653,0.08616187989556136
010199561023,48902,66440.95563139932,0.04311251314405889
010210601011,73974,58922.391304347824,0.011982570806100218
010210601012,24521,33247.22222222222,0.17608695652173914
010210601013,62708,70205.3452115813,0.08544726301735647
010210601014,76183,103776.171875,0.24062968515742128
010210601031,44013,55301.99600798403,0.11699507389162561
010210601032,59200,80758.25825825825,0.1344319167389419
010210601041,-666666666,88648.28571428571,0.4263157894736842
010210601042,38578,67303.97614314115,0.0242024202420242
010210601043,73542,73397.4921630094,0.21014492753623187
010210602001,85783,87751.84,0.14014839241549876
010210602002,68516,86927.04402515723,0.07577497129735936
010210603001,45909,64391.397849462366,0.07231040564373897
010210603002,65556,69377.1052631579,0.23922114047287898
010210603003,70417,87136.48351648351,0.18123393316195371
010210603004,65526,90336.7816091954,0.40762463343108507
010210604011,65647,75616.96202531646,0.1277350680070964
010210604012,52174,58952.995391705066,0.12656467315716272
010210604013,92552,108043.1654676259,0.2583841463414634
010210604031,80040,92762.80087527352,0.1814859926918392
010210604032,62179,73798.03220035777,0.07955801104972375
010210604041,53911,68674.80680061824,0.05714285714285714
010210604042,75197,67355.35924617197,0.0690435766836446
010210604043,43097,54899.48849104859,0.23246951219512196
010210605001,45250,50244.951140065146,0.04281345565749235
010210605002,61442,71925.78397212544,0.08052434456928839
010210605003,58564,71276.46198830409,0.10418604651162791
010210606001,64574,70808.0760095012,0.09085252022401992
010210606002,83409,74844.56869009585,0.41318477251624885
010210607011,82656,87853.28083989501,0.08588957055214724
010210607012,32780,53707.86516853933,0.017543859649122806
010210607021,40530,42010.35120147874,0.08360836083608361
010210607022,68611,97429.75352112677,0.08023774145616643
010239567001,51591,59322.8125,0.16295264623955433
010239567002,-666666666,89423.35766423358,0.07860262008733625
010239567003,58056,66500.6329113924,0.03819444444444445
010239567004,38393,61005.720338983054,0.06451612903225806
010239568001,-666666666,65807.33944954128,0.09497206703910614
010239568002,49600,59850.378787878784,0.20103626943005182
010239568003,40179,63985.32608695652,0.20063694267515925
010239568004,25474,43547.533632287,0.22448979591836735
010239568005,41250,56185.669291338585,0.12683347713546161
010239569001,30880,46080.536912751675,0.19
010239569002,27321,38279.471544715445,0.05584415584415584
010239569003,-666666666,79991.44385026737,0.07894736842105263
010239569004,65577,74672.05882352941,0.09358974358974359
010239570001,54167,73896.10091743119,0.08668341708542714
010239570002,58214,72318.10344827586,0.20965842167255594
010259575001,48333,60588.92857142857,0.16305916305916307
010259575002,55670,59888.41201716738,0.12416851441241686
010259576011,55268,60014.02985074627,0.06129032258064516
010259576031,66250,109388.18897637795,0.11088295687885011
010259576032,63056,94635.71428571429,0.0692167577413479
010259576041,-666666666,28793.630573248407,0.0471976401179941
010259576042,45720,60675.0936329588,0.07932960893854749
010259576043,40833,61917.8125,0.12603305785123967
010259577001,17218,37703.19634703196,0.19169329073482427
010259577002,50982,124499.3031358885,0.12388059701492538
010259578001,23403,30885.826771653545,0.01079136690647482
010259578002,50313,88423.11111111111,0.16882067851373184
010259578003,31506,38575.50200803213,0.04261363636363636
010259578004,-666666666,273453.7878787879,0.2833333333333333
010259578005,70130,61704.529616724736,0.297029702970297
010259578006,55625,56459.29824561404,0.10652920962199312
010259579011,54847,85150.94339622642,0.0935412026726058
010259579012,70565,73612.98865069357,0.2436386768447837
010259579013,56625,78310.52631578948,0.2556390977443609
010259579021,96563,95271.96261682243,0.17248908296943233
010259579022,48793,70641.83006535948,0.12135176651305683
010259579023,47500,69172.28260869565,0.16546762589928057
010259579024,-666666666,62828.31050228311,0.24707259953161592
010259580031,56667,69946.25468164794,0.09403669724770643
010259580032,21589,36616.11295681063,0.03502919099249374
010279589001,53636,63257.51633986928,0.17466063348416289
010279589002,42206,52673.873873873876,0.1530758226037196
010279589003,49583,66548.47161572053,0.09414556962025317
010279589004,38750,53436.83168316832,0.08719851576994433
010279590001,41731,49785.18518518518,0.10636363636363637
010279590002,-666666666,32881.3679245283,0.08123791102514506
010279590003,36417,86687.27272727272,0.16094986807387862
010279591001,62361,80928.89908256881,0.14854111405835543
010279591002,62784,124376.70979667283,0.10660980810234541
010279592001,50897,66323.76811594203,0.15167785234899328
010279592002,52216,85138.98635477583,0.15405651777575205
010299595001,47308,64612.98701298701,0.09443507588532883
010299595002,50583,77561.78521617853,0.14767932489451477
010299596001,56875,115400.67567567568,0.18728323699421964
010299596002,62891,90123.48367029549,0.35835913312693496
010299596003,35833,56301.464435146445,0.06724511930585683
010299597001,47731,52945.655375552284,0.07455429497568881
010299597002,47171,57290.89506172839,0.09292035398230089
010299598001,50700,61477.72861356932,0.10788757932910245
010299598002,84722,89766.29464285714,0.19413919413919414
010299598003,54079,64289.9721448468,0.26
010310101001,42188,58943.949044585985,0.17794970986460348
010310101002,52713,66488.09523809524,0.144960362400906
010310102001,67188,83903.35195530727,0.16899441340782123
010310102002,52083,69184.39306358382,0.14065180102915953
010310103001,67054,92017.3289183223,0.3073170731707317
010310103002,74375,93180.09478672985,0.24829001367989056
010310104001,40559,61917.84897025172,0.13226744186046513
010310104002,-666666666,63413.249211356466,0.13133208255159476
010310105001,41963,59381.35593220339,0.016617790811339198
010310105002,49050,51930.84112149533,0.022151898734177215
010310105003,-666666666,99430.06134969325,0.2642857142857143
010310105004,50250,66105.86206896552,0.22857142857142856
010310105005,40526,49974.53703703704,0.2625570776255708
010310106001,42500,61169.69696969697,0.14222222222222222
010310106002,49563,68603.37078651685,0.09782608695652174
010310107001,61379,85322.69662921349,0.17125748502994012
010310108001,100114,112898.21200510855,0.2426332288401254
010310108002,87872,96510.8606557377,0.24758842443729903
010310109001,54464,76794.71074380165,0.14156378600823044
010310109002,52813,64833.815028901736,0.10834553440702782
010310110001,31083,48079.2700729927,0.1687279151943463
010310110002,67611,79871.92474674385,0.26928471248246844
010310111001,50294,63741.05504587156,0.2434017595307918
010310112031,56344,75603.78590078329,0.23873873873873874
010310112032,92614,96344.8012232416,0.2415644171779141
010310112033,50078,65239.073806078144,0.2616747181964573
010310112041,130867,150285.86497890294,0.43882709807886755
010310112042,119868,123670.02118644067,0.4076590487955528
010310112051,74154,74632.83082077051,0.1646273637374861
010310112052,99583,97948.91304347826,0.32341723874904654
010310112061,93261,99305.4131054131,0.08004926108374384
