state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,area_m2_indoor,date
25,13205,Chelsea,267901.0303694368,88062.77903927439,256932.92774564962,1554.5936759714493,2025-12-06
25,21990,Everett,379256.69512736035,143140.1473303536,350418.57599496434,0.0,2025-12-06
25,46225,North Adams,1191238.5019673093,728221.4860196593,672776.8395271149,1022.854885121507,2025-12-06
25,37875,Malden,787157.0894219388,694410.6576744977,508282.2182753971,2336.781861360092,2025-12-06
25,45245,Newburyport,2892170.4278468285,599798.2944413861,2712326.9070643606,0.0,2025-12-06
25,52490,Peabody,1997234.8434582602,1863907.2513456012,738717.3829314492,3985.085834204594,2025-12-06
25,29405,Haverhill,1731611.7243230788,1511973.6726192525,831292.9640707856,1426.8659512559657,2025-12-06
25,35075,Leominster,1132547.128353596,748009.4541568471,936854.8950018527,246.87748552085722,2025-12-06
25,81005,Winthrop Town,374771.1297802365,304596.74759875244,192556.7330833142,151.82467048770565,2025-12-06
25,30840,Holyoke,1316677.864790117,889980.6437437334,946352.8207484642,0.0,2025-12-06
25,38715,Marlborough,1754894.0607328585,1385583.2124137236,1036894.515468517,183.17091631414078,2025-12-06
25,00840,Agawam Town,4597034.749445154,544168.2947481333,4528040.859901804,0.0,2025-12-06
25,01185,Amesbury,2507999.175753591,2237564.262733149,1128820.426220369,0.0,2025-12-06
25,13660,Chicopee,1885512.4441513629,1609025.8189067503,1042599.4078411129,2564.6681666901895,2025-12-06
25,78972,Weymouth Town,2957082.611843666,697011.4131719067,2668590.63754663,3661.6234401573556,2025-12-06
25,40675,Methuen,662474.3338823093,384296.4443319448,558949.7563145462,459.38379169957534,2025-12-06
25,56585,Revere,293277.06048322434,230064.52906062576,243980.40010935202,247.87314903453552,2025-12-06
25,25485,Gardner,1569234.5921752425,803666.1248890575,884849.7197487295,4479.1000612843,2025-12-06
25,67000,Springfield,8646766.736834884,7683497.676179243,6514602.082063971,13953.55325808659,2025-12-06
25,24960,Framingham,2021835.981036111,1641369.5328888749,1278784.3998627898,5377.939819089556,2025-12-06
25,34550,Lawrence,1181891.3393172063,1032075.2085033848,1074956.8699400993,245.6833083176943,2025-12-06
25,63345,Southbridge Town,194015.04546082317,111628.54909031594,135219.41709853252,457.0579852544224,2025-12-06
25,76030,Westfield,1394101.5411687673,6794.833741087938,1391152.8991711172,2885.927340368675,2025-12-06
