state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,date
31,03810,Belgrade,0.0,0.0,0.0,2025-11-08
31,32585,Monroe,0.0,0.0,0.0,2025-11-08
31,16165,Eustis,20643.359183989814,0.0,20643.359183989814,2025-11-08
31,32410,Mitchell,42897.73624614706,0.0,42897.73624614706,2025-11-08
31,32830,Morrill,5460.132718153151,0.0,5460.132718153151,2025-11-08
31,48585,Terrytown,201784.92177401122,75333.12827172504,200097.91880411364,2025-11-08
31,08220,Cedar Rapids,21042.351897891647,0.0,21042.351897891647,2025-11-08
31,02095,Arnold,36459.81032398529,0.0,36459.81032398529,2025-11-08
31,31115,Mason City,0.0,0.0,0.0,2025-11-08
31,33705,Nebraska City,715660.0437912598,294573.83243273594,665216.3155350229,2025-11-08
31,39135,Pilger,7383.941356261535,0.0,7383.941356261535,2025-11-08
31,08010,Carroll,0.0,0.0,0.0,2025-11-08
31,51070,Wakefield,67216.36439460324,0.0,67216.36439460324,2025-11-08
31,12840,Deshler,11742.950649702156,0.0,11742.950649702156,2025-11-08
31,21905,Hebron,64868.36703304153,0.0,64868.36703304153,2025-11-08
31,23410,Hubbell,0.0,0.0,0.0,2025-11-08
31,18720,Gilead,1849.4000668211506,0.0,1849.4000668211506,2025-11-08
31,00625,Alda,26840.744249457177,26840.74424945717,3659.6156139136524,2025-11-08
31,07625,Cairo,44435.384886033455,0.0,44435.384886033455,2025-11-08
31,42075,Rockville,0.0,0.0,0.0,2025-11-08
31,10985,Cowles,0.0,0.0,0.0,2025-11-08
31,20365,Guide Rock,24887.034769569265,0.0,24887.034769569265,2025-11-08
31,40920,Red Cloud,47846.74546561176,0.0,47846.74546561176,2025-11-08
31,10390,Cook,14775.097946083011,0.0,14775.097946083011,2025-11-08
31,24915,Julian,0.0,0.0,0.0,2025-11-08
31,42810,Ruskin,0.0,0.0,0.0,2025-11-08
31,47815,Superior,16553.21342914822,0.0,16553.21342914822,2025-11-08
31,45190,Sholes,0.0,0.0,0.0,2025-11-08
31,11370,Crete,546349.6081319307,97826.95349970253,520443.112246524,2025-11-08
31,13435,Dorchester,8206.185843080206,0.0,8206.185843080206,2025-11-08
31,49005,Tobias,218.85357698523586,0.0,218.85357698523586,2025-11-08
31,26175,Lamar,0.0,0.0,0.0,2025-11-08
31,01465,Anoka,0.0,0.0,0.0,2025-11-08
31,32550,Monowi,0.0,0.0,0.0,2025-11-08
31,33530,Naper,6740.578011741965,0.0,6740.578011741965,2025-11-08
31,35980,Ogallala,429050.62643828697,365292.0760299819,314306.6556135002,2025-11-08
31,38610,Paxton,17768.91454344107,0.0,17768.91454344107,2025-11-08
31,13190,Dix,0.0,0.0,0.0,2025-11-08
31,20995,Hardy,0.0,0.0,0.0,2025-11-08
31,33880,Nelson,10448.537222358313,0.0,10448.537222358313,2025-11-08
31,00415,Ainsworth,142860.99980882576,0.0,142860.99980882576,2025-11-08
31,29050,Long Pine,5606.339875876912,0.0,5606.339875876912,2025-11-08
31,25475,Kimball,85580.89445246618,0.0,85580.89445246618,2025-11-08
31,50020,Valley,113818.50991187007,0.0,113818.50991187007,2025-11-08
31,03530,Beaver Crossing,0.0,0.0,0.0,2025-11-08
31,10495,Cordova,0.0,0.0,0.0,2025-11-08
31,19245,Goehner,15355.277178604283,0.0,15355.277178604283,2025-11-08
31,32060,Milford,129069.0700665093,0.0,129069.0700665093,2025-11-08
31,39380,Pleasant Dale,9554.369519763211,0.0,9554.369519763211,2025-11-08
31,26350,Laurel,222425.17112451605,0.0,222425.17112451605,2025-11-08
31,35560,Obert,0.0,0.0,0.0,2025-11-08
31,40675,Randolph,102224.43658194577,0.0,102224.43658194577,2025-11-08
31,43090,St. Helena,0.0,0.0,0.0,2025-11-08
31,53905,Wynot,9556.149358599348,0.0,9556.149358599348,2025-11-08
31,03040,Barada,0.0,0.0,0.0,2025-11-08
31,12420,Dawson,0.0,0.0,0.0,2025-11-08
31,16655,Falls City,227446.68566177157,196847.53177863423,213859.7593886587,2025-11-08
31,23445,Humboldt,126586.37116320764,0.0,126586.37116320764,2025-11-08
31,42670,Rulo,0.0,0.0,0.0,2025-11-08
31,47360,Strang,1175.5172339982373,0.0,1175.5172339982373,2025-11-08
31,05490,Bloomington,0.0,0.0,0.0,2025-11-08
31,07870,Campbell,5472.546155567957,0.0,5472.546155567957,2025-11-08
31,17530,Franklin,42578.86961805424,0.0,42578.86961805424,2025-11-08
31,22430,Hildreth,30092.381801037533,0.0,30092.381801037533,2025-11-08
31,33950,Nemaha,0.0,0.0,0.0,2025-11-08
31,11055,Crab Orchard,0.0,0.0,0.0,2025-11-08
31,14975,Elk Creek,0.0,0.0,0.0,2025-11-08
31,47150,Sterling,28702.402413698932,0.0,28702.402413698932,2025-11-08
31,48480,Tecumseh,106180.83301946796,0.0,106180.83301946796,2025-11-08
31,05140,Bladen,0.0,0.0,0.0,2025-11-08
31,05560,Blue Hill,20879.408092545258,0.0,20879.408092545258,2025-11-08
31,31220,Maxwell,24065.839932667717,0.0,24065.839932667717,2025-11-08
31,35000,North Platte,2141843.116510653,1747526.1756052717,1430540.8940300497,2025-11-08
31,15500,Elsie,0.0,0.0,0.0,2025-11-08
31,14065,Dwight,1754.765184107844,0.0,1754.765184107844,2025-11-08
31,47850,Surprise,0.0,0.0,0.0,2025-11-08
