state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,date
44,49960,Newport,1345353.3766864734,406793.96884857415,1078103.8285570617,2025-11-08
44,19180,Cranston,3809093.4970747936,1915875.1727953185,2314225.999780982,2025-11-08
44,74300,Warwick,3150141.3397819293,2016942.0592620485,2269359.666169031,2025-11-08
44,14140,Central Falls,153608.97116769903,122123.32051564258,90676.54623156358,2025-11-08
44,54640,Pawtucket,1679141.9076929623,1622783.7943515745,1057522.4287561195,2025-11-08
44,22960,East Providence,2030848.109452254,1807589.9866174997,665395.7261104083,2025-11-08
44,59000,Providence,5111847.034204507,4447899.94588497,3911607.694478192,2025-11-08
44,80780,Woonsocket,1114770.045313717,754902.0341847765,946679.6113463229,2025-11-08
44,03520,Ashaway,312546.48351143795,305433.0274475282,92893.31285940582,2025-11-08
44,08020,Bradford,17913.145457599563,0.0,17913.145457599563,2025-11-08
44,12340,Carolina,0.0,0.0,0.0,2025-11-08
44,14320,Charlestown,519.5262347894495,0.0,519.5262347894495,2025-11-08
44,14860,Chepachet,83096.14983698234,0.0,83096.14983698234,2025-11-08
44,15940,Clayville,0.0,0.0,0.0,2025-11-08
44,20260,Cumberland Hill,1124532.4339633689,1112149.9069551197,12382.527008248855,2025-11-08
44,27640,Foster Center,102054.75115155168,0.0,102054.75115155168,2025-11-08
44,31240,Greene,0.0,0.0,0.0,2025-11-08
44,31600,Greenville,1201049.4417777383,1184716.4451203828,128849.70324567394,2025-11-08
44,33040,Harmony,626.0190073893826,0.0,626.0190073893826,2025-11-08
44,33400,Harrisville,77593.95907033134,58689.287411454665,18904.671658876676,2025-11-08
44,34660,Hope Valley,30163.95916392611,0.0,30163.95916392611,2025-11-08
44,35200,Hopkinton,309486.0717101783,0.0,309486.0717101783,2025-11-08
44,38980,Kingston,378812.85434980766,267908.28821530583,119453.08525666458,2025-11-08
44,45010,Melville,25408.142977381023,6865.707253514887,18542.435723866136,2025-11-08
44,46000,Misquamicut,5961.983928361781,0.0,5961.983928361781,2025-11-08
44,48700,Narragansett Pier,1185831.1333551893,1148785.001824188,85399.13956252653,2025-11-08
44,50140,Newport East,458030.7949606018,130270.13247507402,423449.31816448405,2025-11-08
44,54460,Pascoag,587573.5678435455,411560.6789252783,292615.06804359576,2025-11-08
44,60260,Quonochontaug,5877.816459537337,0.0,5877.816459537337,2025-11-08
44,70700,Tiverton,20474.180557246793,17674.271398469617,2799.9091587771795,2025-11-08
44,72500,Valley Falls,57861.94249693392,40459.612388883885,27998.22126837025,2025-11-08
44,73132,Wakefield-Peace Dale,1844277.9245228232,1803224.6490969253,96956.83914582225,2025-11-08
44,75200,Watch Hill,3514.0469305097254,0.0,3514.0469305097254,2025-11-08
44,75920,Weekapaug,2504.4419753441616,0.0,2504.4419753441616,2025-11-08
44,76820,Westerly,554720.345840417,426195.85173673794,259986.22633450312,2025-11-08
44,80960,Wyoming,0.0,0.0,0.0,2025-11-08
