state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,date
22,20435,Denham Springs,116829.41017739913,63446.39420032939,115171.84844892277,2025-11-08
22,27435,French Settlement,0.0,0.0,0.0,2025-11-08
22,44655,Livingston,145963.3640362595,0.0,145963.3640362595,2025-11-08
22,62105,Port Vincent,0.0,0.0,0.0,2025-11-08
22,72415,Springfield,5559.579597004962,0.0,5559.579597004962,2025-11-08
22,04055,Ball,31957.20285113411,28129.31758274705,13068.999572897854,2025-11-08
22,82495,Winnsboro,384966.37743851455,304770.90394410805,264504.21453408524,2025-11-08
22,10705,Bryceland,0.0,0.0,0.0,2025-11-08
22,41155,Lake Charles,2288009.8187180087,1582440.9400011995,1630648.6375890705,2025-11-08
22,31915,Gretna,557129.8904583077,220536.77512490572,501777.45367606287,2025-11-08
22,32930,Harahan,507634.78161583893,507634.78161583893,0.0,2025-11-08
22,38092,Jean Lafitte,65535.35890611143,48777.89862000011,65535.35890611143,2025-11-08
22,39475,Kenner,902118.4730201064,688123.6588937361,561822.2978719985,2025-11-08
22,67250,St. Gabriel,73076.53167248558,0.0,73076.53167248558,2025-11-08
22,81375,White Castle,8076.873520281132,0.0,8076.873520281132,2025-11-08
22,09340,Breaux Bridge,165562.14254153098,165417.74984151134,19765.154586430544,2025-11-08
22,26350,Forest,0.0,0.0,0.0,2025-11-08
22,39650,Kilbourne,11205.333930079361,0.0,11205.333930079361,2025-11-08
22,56820,Oak Grove,40156.526113516724,0.0,40156.526113516724,2025-11-08
22,60565,Pioneer,0.0,0.0,0.0,2025-11-08
22,24145,Epps,0.0,0.0,0.0,2025-11-08
22,47315,McNary,0.0,0.0,0.0,2025-11-08
22,13960,Central,2186670.0770994914,2180608.0035330034,82101.94910256396,2025-11-08
22,59165,Parks,36927.730758202735,33609.10106340336,36450.9146077492,2025-11-08
22,67600,St. Martinville,697160.5155069142,227207.31439381494,598727.7659764965,2025-11-08
22,14450,Chataignier,28604.806453987745,0.0,28604.806453987745,2025-11-08
22,48085,Mamou,61166.83706656128,2726.174238243666,61069.516281428,2025-11-08
22,76685,Turkey Creek,0.0,0.0,0.0,2025-11-08
22,20155,Delcambre,80968.28163790796,72342.61645850356,75710.54135360714,2025-11-08
22,28940,Gilbert,0.0,0.0,0.0,2025-11-08
22,82215,Wilson,0.0,0.0,0.0,2025-11-08
22,07730,Blanchard,20810.214876602302,0.0,20810.214876602302,2025-11-08
22,30515,Grambling,94825.10419509003,19858.268698263902,81771.9758189152,2025-11-08
22,38670,Jonesboro,28005.478834215894,28005.478834215894,2875.9353135103656,2025-11-08
22,55910,North Hodge,0.0,0.0,0.0,2025-11-08
22,63120,Quitman,0.0,0.0,0.0,2025-11-08
22,07030,Bernice,21555.012961031392,0.0,21555.012961031392,2025-11-08
22,25160,Farmerville,64889.40038284731,31788.423401641903,45077.784320155886,2025-11-08
22,43920,Lillie,0.0,0.0,0.0,2025-11-08
22,64765,Ridgecrest,19973.549106065908,19973.549106065908,0.0,2025-11-08
22,78470,Vidalia,187631.77037324716,154963.0727983788,56694.75953711079,2025-11-08
22,79240,Walker,262949.8714056423,228855.6232176266,262066.70455219585,2025-11-08
22,18055,Coushatta,14958.535836339257,0.0,14958.535836339257,2025-11-08
22,48925,Martin,0.0,0.0,0.0,2025-11-08
22,22850,Edgefield,0.0,0.0,0.0,2025-11-08
22,15990,Clinton,37547.65246371433,0.0,37547.65246371433,2025-11-08
22,52040,Morgan City,341868.89095779415,94800.0217266991,286486.44122861617,2025-11-08
22,33875,Henderson,1366.7642651138383,0.0,1366.7642651138383,2025-11-08
22,20190,Delhi,49644.12306075731,45732.36467875491,23314.14670922189,2025-11-08
22,63680,Rayville,15275.04903722456,0.0,15275.04903722456,2025-11-08
22,72170,Spearsville,0.0,0.0,0.0,2025-11-08
22,60985,Plaucheville,0.0,0.0,0.0,2025-11-08
22,10075,Broussard,575260.9405455184,129682.40410341693,551560.7828095732,2025-11-08
22,22255,Duson,3288.280689304607,0.0,3288.280689304607,2025-11-08
