geoid,statefp,countyfp,county_name,osm_area_m2,parkserve_area_m2,combined_area_m2,overlap_area_m2,date
10001,10,001,Kent,3188388.689614525,1330846.294957548,3356558.3366848286,1162676.6478872448,2025-10-31
10003,10,003,New Castle,9429150.813858982,6287514.003709563,11693414.275259191,4023250.542309353,2025-10-31
10005,10,005,Sussex,2065001.4031070783,1322767.8725979133,2329359.431536478,1058409.8441685135,2025-10-31
