state_fips,placefp,city_name,area_m2_parks,area_m2_parkserve,area_m2_osm,date
29,10450,Calhoun,0.0,0.0,0.0,2025-11-07
29,56272,Park Hills,0.0,0.0,0.0,2025-11-07
29,54038,Odessa,0.0,0.0,0.0,2025-11-07
29,01054,Amity,0.0,0.0,0.0,2025-11-07
29,78028,Weatherby,0.0,0.0,0.0,2025-11-07
29,52328,Newtown,0.0,0.0,0.0,2025-11-07
29,36422,Jane,0.0,0.0,0.0,2025-11-07
29,19396,Dexter,0.0,0.0,0.0,2025-11-07
29,56900,Penermon,0.0,0.0,0.0,2025-11-07
29,24120,Fidelity,0.0,0.0,0.0,2025-11-07
29,27028,Gilliam,0.0,0.0,0.0,2025-11-07
29,17074,Crane,0.0,0.0,0.0,2025-11-07
29,06526,Blue Eye,0.0,0.0,0.0,2025-11-07
29,16115,Coney Island,0.0,0.0,0.0,2025-11-07
29,71008,Stoutland,0.0,0.0,0.0,2025-11-07
29,22951,Evergreen,0.0,0.0,0.0,2025-11-07
29,33868,Huntsdale,0.0,0.0,0.0,2025-11-07
29,73852,Trimble,0.0,0.0,0.0,2025-11-07
29,55352,Osborn,0.0,0.0,0.0,2025-11-07
29,06148,Blackwater,0.0,0.0,0.0,2025-11-07
29,55478,Otterville,0.0,0.0,0.0,2025-11-07
29,38792,Kingdom City,0.0,0.0,0.0,2025-11-07
29,51680,New Bloomfield,0.0,0.0,0.0,2025-11-07
29,49070,Mokane,0.0,0.0,0.0,2025-11-07
29,23032,Ewing,0.0,0.0,0.0,2025-11-07
29,39764,La Grange,0.0,0.0,0.0,2025-11-07
29,49592,Monticello,0.0,0.0,0.0,2025-11-07
29,73690,Tracy,0.0,0.0,0.0,2025-11-07
29,73348,Tindall,0.0,0.0,0.0,2025-11-07
29,73816,Trenton,0.0,0.0,0.0,2025-11-07
29,56288,Parkville,0.0,0.0,0.0,2025-11-07
29,33292,Houston Lake,0.0,0.0,0.0,2025-11-07
29,24058,Ferrelview,0.0,0.0,0.0,2025-11-07
29,62056,River Bend,0.0,0.0,0.0,2025-11-07
29,15436,Cole Camp,0.0,0.0,0.0,2025-11-07
29,48980,Missouri City,0.0,0.0,0.0,2025-11-07
29,74473,Umber View Heights,0.0,0.0,0.0,2025-11-07
29,18730,Deepwater,0.0,0.0,0.0,2025-11-07
29,17218,Crestwood,0.0,0.0,0.0,2025-11-07
29,19018,Dellwood,0.0,0.0,0.0,2025-11-07
29,19270,Des Peres,0.0,0.0,0.0,2025-11-07
29,21898,Ellisville,0.0,0.0,0.0,2025-11-07
29,22834,Eureka,0.0,0.0,0.0,2025-11-07
29,23950,Fenton,0.0,0.0,0.0,2025-11-07
29,01198,Anderson,0.0,0.0,0.0,2025-11-07
29,25012,Fordland,0.0,0.0,0.0,2025-11-07
29,27874,Goodman,0.0,0.0,0.0,2025-11-07
